@@,itemlabel,item,startdate,enddate
+++,Charles Kikonyogo,,1979,
+++,Charles Kikonyogo,,1990,2000
---,Charles Kikonyogo,Q11963452,1990-05,2000-05
->,Emmanuel Tumusiime-Mutebile,Q5373353,2001,2022-01-23->2022
